N,P,K,temperature,humidity,ph,rainfall,label
7,144,197,23.849401,94.34815,6.133221,114.05125,apple
2,143,196,22.712713,90.452617,5.669489,109.88526,apple
19,122,202,23.344674,90.379815,5.811975,112.895402,apple
34,140,198,21.70417,93.440063,5.751707,115.17814,apple
32,141,203,21.259411,92.844162,5.821348,109.065847,apple
31,130,198,21.801298,92.734467,5.554824,120.058667,apple
15,133,199,23.996862,91.610017,5.824779,117.610292,apple
2,123,205,22.366293,90.785725,5.739652,124.983162,apple
5,144,205,21.421772,92.626653,6.184923,102.804566,apple
21,135,198,23.860871,94.920481,5.765015,105.024133,apple
21,137,196,23.61192,91.702938,5.812782,123.590082,apple
26,121,201,22.191094,90.025751,6.162034,112.312663,apple
28,123,202,22.76643,92.124385,6.442289,120.435995,apple
26,122,202,22.44517,94.737635,5.617227,107.184327,apple
13,121,196,22.20701,93.505742,6.443383,120.159377,apple
18,125,204,22.355482,94.478118,6.046674,116.736626,apple
23,138,195,22.490951,91.702927,5.795986,124.39151,apple
24,142,202,22.537797,91.481358,5.71082,101.847477,apple
10,141,201,22.126594,90.978183,6.386021,104.541228,apple
11,143,197,22.984589,93.320449,5.875719,122.195248,apple
2,120,203,23.126527,94.712033,5.893493,108.621183,apple
37,126,196,23.599973,90.975977,5.596449,107.172819,apple
6,144,198,21.114787,90.315287,5.559364,104.508662,apple
9,137,200,21.121521,90.687877,5.636687,102.80172,apple
25,143,198,22.812125,91.518617,6.027314,107.855225,apple
13,144,197,22.921571,94.896134,6.280223,105.694154,apple
29,144,204,22.433245,92.486677,5.800449,119.102519,apple
24,128,196,22.750888,90.694892,5.521467,110.431786,apple
10,140,197,22.169395,90.271856,6.229499,124.468311,apple
108,92,53,27.400536,82.962213,6.2768,104.9378,banana
111,88,55,29.447954,78.349715,5.505394,96.450426,banana
98,79,50,25.341198,84.473213,6.435917,91.064934,banana
105,88,54,25.787498,84.511942,6.020445,114.200546,banana
108,72,46,25.162782,84.978492,6.110845,90.945546,banana
120,87,52,28.076446,76.055221,5.905495,118.992357,banana
93,85,49,27.967991,79.286257,5.694244,119.476556,banana
92,75,45,29.012077,77.951925,5.674403,90.434954,banana
103,72,51,26.126434,81.81365,6.099479,104.481286,banana
104,80,54,27.090622,81.335069,5.879119,110.133118,banana
92,85,51,29.221186,81.081836,5.740765,108.861647,banana
93,83,46,29.38254,83.504237,5.765309,109.248665,banana
91,75,55,27.48613,76.112398,6.212369,109.276885,banana
95,74,50,25.901131,80.471527,6.002482,110.10323,banana
111,79,53,28.311933,75.773638,6.165001,119.695765,banana
117,86,53,25.196402,83.558299,5.703382,115.858608,banana
86,79,45,27.812515,82.692854,5.807664,99.209615,banana
102,73,54,26.402023,84.410076,5.720727,111.016226,banana
83,94,47,27.398723,81.105234,6.469371,112.135538,banana
107,71,55,29.420179,83.967545,6.088064,117.229079,banana
95,75,45,28.983334,82.959582,5.829899,109.022564,banana
93,81,50,27.718225,76.578532,6.036079,102.209984,banana
97,74,45,26.475226,78.518338,5.67772,113.11611,banana
101,75,50,26.593864,81.407403,6.242528,109.982555,banana
95,82,48,27.394896,83.31172,5.719015,92.781336,banana
89,85,55,26.671984,76.485417,6.275385,91.733586,banana
82,75,55,27.345851,78.487383,6.28107,92.155243,banana
110,71,54,28.672089,82.207936,5.725419,94.379875,banana
92,81,52,28.01068,76.528081,5.891414,103.704078,banana
108,94,47,27.359116,84.54625,6.387431,90.812505,banana
85,89,51,29.211449,84.701899,6.158164,108.550144,banana
105,93,46,25.010185,78.762609,5.760458,108.369051,banana
113,85,45,27.949725,76.637134,6.037431,109.092163,banana
96,86,51,29.908885,76.987408,6.25737,91.999647,banana
117,82,45,25.293915,79.291222,5.614471,105.422025,banana
112,87,48,27.197116,77.397063,6.200111,99.469505,banana
99,70,46,26.595808,82.995567,5.72747,100.512334,banana
94,89,48,28.55981,84.516023,5.653438,111.084303,banana
100,74,52,25.434805,81.539778,5.837258,96.478004,banana
102,73,52,27.91221,83.363077,6.356091,90.242115,banana
104,73,46,29.140092,80.119023,6.282362,90.451429,banana
95,88,52,28.00316,78.90086,6.235462,94.681803,banana
90,86,55,27.962368,84.154036,5.644487,97.559867,banana
82,77,46,28.947047,82.1889,5.901101,95.830164,banana
99,92,47,28.127951,77.482471,6.323934,103.50454,banana
101,92,45,28.227767,80.643038,5.758054,98.00403,banana
118,88,51,25.449262,79.49222,6.201912,100.661917,banana
89,91,55,25.083474,80.261731,6.275572,94.329615,banana
117,81,53,29.507046,78.205856,5.507642,98.125658,banana
116,81,55,26.423133,83.699504,5.915546,95.123221,banana
107,72,45,28.149389,81.544489,5.790768,91.405084,banana
80,71,47,27.505277,80.79784,6.156373,105.077699,banana
94,70,48,25.136865,84.883944,6.195152,91.464425,banana
110,78,50,25.937302,78.898644,5.915569,98.217475,banana
114,94,53,26.335449,76.853201,6.190757,118.685826,banana
117,86,48,28.69562,82.541958,6.225225,116.161684,banana
100,76,45,25.56703,75.940677,5.590236,102.786772,banana
109,79,45,27.667528,79.685428,6.490074,108.66464,banana
85,95,47,25.94019,78.34221,6.211833,119.84797,banana
83,79,55,25.14748,83.346882,5.565029,98.666794,banana
86,95,49,28.054841,78.046029,6.458715,108.395718,banana
106,85,53,27.19946,78.808607,5.915055,99.724308,banana
95,75,50,28.081661,75.264298,5.623616,118.276189,banana
101,87,54,29.073111,76.500452,6.376757,100.169264,banana
118,88,52,28.650039,82.687525,5.843163,98.750844,banana
105,77,52,29.162266,76.161516,5.816622,100.007568,banana
108,88,55,26.28846,83.390039,5.891458,113.87298,banana
108,89,53,29.550548,78.067628,5.808498,99.344822,banana
90,92,55,27.009321,80.185468,6.134656,97.325317,banana
93,94,53,25.866324,84.423793,6.079179,114.53575,banana
80,77,49,26.05433,79.396545,5.519088,113.229737,banana
86,76,54,29.315908,80.115857,5.926825,90.109781,banana
114,79,51,26.210092,82.344295,6.313197,112.070003,banana
88,78,45,29.104035,79.195886,6.32427,92.078358,banana
112,73,48,29.244064,77.320172,5.707489,90.667279,banana
117,76,47,25.562022,77.38229,6.119216,93.102472,banana
119,90,48,28.667251,79.592425,5.986442,118.258344,banana
83,95,50,26.516823,77.799136,5.509471,108.854751,banana
90,86,52,25.85037,81.955805,5.79326,119.085617,banana
106,70,55,25.868248,78.523999,5.740555,116.301956,banana
82,78,46,25.058022,84.973237,5.738679,110.44088,banana
109,91,53,29.667273,83.510142,6.010096,110.25111,banana
100,80,52,27.539114,77.256299,6.049802,110.326212,banana
108,89,53,29.120369,80.180807,5.90877,112.398206,banana
101,70,48,25.360592,75.031933,6.012697,116.553146,banana
80,90,47,26.597436,79.358989,6.210845,107.394472,banana
105,95,50,27.33369,83.676752,5.849076,101.049479,banana
91,84,52,29.148272,78.710248,6.390742,117.536781,banana
119,72,55,25.990695,83.339831,6.220644,112.077715,banana
117,79,49,25.409099,82.362081,6.176644,112.97948,banana
116,71,47,27.572781,82.063888,6.435786,91.342765,banana
94,91,51,29.160934,76.674842,5.618094,109.575944,banana
102,71,48,28.654563,79.286937,5.695268,102.463378,banana
105,74,45,25.145176,81.382041,6.098369,119.218154,banana
92,81,52,27.393416,81.465483,6.438137,94.311021,banana
93,91,47,27.847679,83.311108,6.101242,117.287891,banana
89,83,47,28.095776,77.795868,5.631272,109.540861,banana
111,87,48,26.398552,81.360289,5.571401,98.16752,banana
99,73,53,26.29039,81.060038,5.871702,118.673037,banana
91,94,46,29.367924,76.249001,6.149934,92.828409,banana
19,26,29,26.931419,98.803136,5.671549,166.571288,coconut
18,30,29,26.762749,92.860569,6.420019,224.590366,coconut
27,30,31,28.985453,90.739668,5.71812,148.839837,coconut
1,6,35,27.022692,95.719354,6.231663,147.168246,coconut
26,18,27,27.459078,92.907365,5.836075,142.143,coconut
20,28,26,26.379785,91.49883,5.547595,167.0471,coconut
8,26,26,25.547599,91.641948,5.702485,212.867626,coconut
3,23,30,29.701432,95.657544,6.078807,215.196804,coconut
27,24,29,26.614235,96.973008,6.142011,191.006688,coconut
15,28,32,28.84271,99.643285,6.218572,224.401668,coconut
6,13,29,27.311557,99.96906,5.832608,201.825863,coconut
1,12,30,27.754298,95.946438,5.562224,131.090008,coconut
17,30,27,29.03065,90.790939,5.894027,205.572037,coconut
31,29,35,27.187228,92.199068,6.137103,141.322058,coconut
20,29,27,25.098977,92.360995,6.047044,157.759263,coconut
37,10,32,28.963183,95.163337,6.165085,222.803013,coconut
32,11,31,29.516116,92.564929,6.461226,131.211617,coconut
0,29,32,28.059124,98.367098,5.868256,171.65164,coconut
10,24,27,27.572835,94.904857,5.70841,145.929894,coconut
29,8,28,26.870376,91.725463,6.100429,214.412887,coconut
39,29,29,26.509086,94.484145,6.143663,199.87784,coconut
24,27,34,28.87863,95.113203,6.203377,145.058312,coconut
7,21,35,25.760117,94.658306,5.764812,131.245141,coconut
23,7,34,26.105512,91.524212,5.852038,134.127967,coconut
18,19,29,27.593768,92.485196,6.206078,162.843274,coconut
0,26,31,25.070725,95.021568,5.547933,192.903631,coconut
25,12,26,28.569735,95.679067,6.436314,134.837035,coconut
23,21,26,26.454887,93.450426,5.901496,149.222026,coconut
28,27,32,28.940997,93.00109,5.764615,191.772309,coconut
22,8,33,28.435729,95.884041,5.665785,203.928371,coconut
27,8,30,26.446001,98.299378,6.008386,221.225817,coconut
22,16,27,29.17979,90.272143,6.006785,188.925208,coconut
3,9,35,26.916419,99.846716,6.318553,225.632366,coconut
21,20,31,25.600337,99.72401,5.855458,165.824873,coconut
27,10,33,27.811328,97.484106,6.465906,154.062122,coconut
40,22,29,27.558218,99.981876,5.735364,174.625648,coconut
8,28,30,25.516185,94.334654,6.015672,135.127249,coconut
18,12,35,26.139584,96.385808,6.338721,131.338794,coconut
8,15,33,28.973187,98.09861,5.50158,213.901102,coconut
30,13,25,27.151161,91.488895,6.413185,164.918222,coconut
2,30,30,26.001751,94.799984,6.331052,209.540094,coconut
17,29,26,26.141621,93.284153,6.071897,195.411502,coconut
31,13,33,29.699523,95.212244,6.342464,148.300369,coconut
19,30,30,29.565492,91.408963,5.826381,224.831573,coconut
35,30,34,28.297476,95.411228,6.141502,182.448235,coconut
26,9,32,25.949036,94.738605,6.470466,144.157111,coconut
0,19,31,25.517913,94.384206,6.271953,178.729772,coconut
40,5,32,26.070108,96.703622,5.98117,143.533473,coconut
38,6,25,25.549633,96.927868,6.156259,191.299616,coconut
14,23,25,26.185524,96.966379,5.612123,135.418622,coconut
34,15,34,27.058265,91.105104,5.677283,224.700695,coconut
29,17,29,29.203949,95.669973,5.959493,211.250627,coconut
24,6,32,28.113215,90.017345,6.387068,172.481364,coconut
34,6,30,27.082825,97.001555,5.948343,171.757554,coconut
31,6,26,29.128591,91.309248,5.741367,157.238855,coconut
22,11,29,28.033806,95.016306,5.955743,218.005571,coconut
9,17,32,25.949517,93.405487,5.842318,172.054049,coconut
31,20,26,25.565678,97.613615,6.443169,199.793634,coconut
0,19,33,27.132601,95.23798,6.234458,204.720657,coconut
19,15,34,26.296449,99.658092,5.685889,215.919505,coconut
37,18,30,27.635513,99.348549,6.384884,157.917154,coconut
27,8,32,27.006484,96.461689,5.627861,144.333132,coconut
26,10,33,28.272981,96.936495,6.070718,198.823486,coconut
16,18,26,28.436471,91.813207,5.568366,145.541441,coconut
25,7,35,28.385039,99.188437,5.557712,189.671135,coconut
31,30,29,26.585804,90.986176,5.558807,178.811608,coconut
34,6,27,25.847263,90.926695,5.86074,147.888899,coconut
39,5,31,27.101347,93.699799,5.551963,150.950263,coconut
7,11,32,29.259029,95.112947,5.542169,184.76245,coconut
10,18,35,27.797977,99.64573,6.381975,181.694228,coconut
2,21,35,25.028872,91.537209,6.293662,179.824894,coconut
13,28,33,28.130115,95.648076,5.686973,151.07619,coconut
37,23,28,25.612944,94.313884,5.740055,224.320676,coconut
1,8,26,27.51363,94.189558,5.562912,156.673255,coconut
31,13,33,27.638349,95.487634,5.859719,205.546311,coconut
10,9,28,29.012569,94.010144,6.282955,150.050031,coconut
36,27,26,26.584139,95.789231,6.254496,171.62623,coconut
7,15,32,25.035124,95.8974,6.182233,174.796583,coconut
32,20,35,26.521664,98.382277,5.588655,144.62617,coconut
39,7,29,27.542732,94.590861,6.362544,150.201214,coconut
28,10,30,29.869083,91.147234,6.305741,192.767858,coconut
30,30,35,25.008724,95.59224,6.001936,165.809218,coconut
17,11,32,28.740133,93.396765,5.620734,156.765082,coconut
40,5,29,28.484449,97.768655,5.820979,160.389421,coconut
27,22,29,28.832149,92.171704,6.000249,145.417239,coconut
14,21,35,29.525014,91.911853,6.121006,194.310027,coconut
30,25,31,26.312706,98.62048,5.804965,208.118138,coconut
32,12,30,25.392411,98.089512,5.579845,218.080385,coconut
29,25,35,28.357507,91.645093,5.542874,160.730699,coconut
23,6,33,29.180326,92.730412,6.02579,204.960368,coconut
8,6,33,28.278043,93.647613,6.095261,171.945796,coconut
38,14,30,26.924495,91.20106,5.570745,194.902214,coconut
32,11,31,25.06872,93.314104,6.205932,134.841907,coconut
16,6,29,29.28725,91.956149,5.868285,132.149118,coconut
33,14,35,27.148653,96.663552,6.027707,149.24335,coconut
16,14,30,29.709313,96.304843,6.374668,209.845399,coconut
11,6,25,28.691648,96.652487,6.081568,178.963546,coconut
38,24,33,28.289051,97.003964,5.973853,142.940323,coconut
24,14,33,29.380725,93.275657,6.36622,218.524185,coconut
37,5,34,25.794905,93.841506,5.779033,152.423871,coconut
117,32,34,26.272418,52.127394,6.758793,127.175293,coffee
104,18,30,23.603016,60.396475,6.779833,140.937042,coffee
91,25,26,24.5346,66.997654,7.482414,180.505926,coffee
98,18,27,27.560886,68.492999,6.516312,167.435807,coffee
111,27,31,23.593023,55.27565,6.043331,191.398068,coffee
84,39,35,23.177144,52.13864,6.959404,117.311356,coffee
98,27,27,24.713841,51.291425,7.23811,197.643971,coffee
118,21,34,24.385346,64.725431,7.234258,119.632411,coffee
103,27,31,27.159985,51.591008,6.691541,126.175221,coffee
82,24,33,26.535432,67.096081,6.809594,120.649443,coffee
86,31,35,27.012073,60.766453,6.485761,191.450893,coffee
88,35,35,27.559065,58.457429,6.784461,117.938999,coffee
84,27,29,23.322932,53.003663,7.167093,168.264429,coffee
120,40,33,24.238506,54.303296,6.734105,115.156401,coffee
106,40,30,23.426116,64.106515,6.779984,122.684741,coffee
113,21,33,26.022414,55.83289,7.277423,176.902092,coffee
117,34,25,24.838462,56.768532,7.2127,124.413504,coffee
80,30,25,26.240922,65.643814,7.487267,148.37712,coffee
88,21,27,24.430119,66.024112,7.231167,181.636827,coffee
113,33,34,26.00374,62.14451,6.559817,153.477776,coffee
87,23,28,26.223674,62.265946,6.979591,193.746197,coffee
113,15,29,27.096172,63.553243,6.77923,190.244057,coffee
98,29,30,25.640044,61.032735,6.217974,199.473564,coffee
97,29,27,27.74577,54.369761,7.205079,139.861943,coffee
86,26,27,27.131404,52.893683,6.081173,192.428038,coffee
85,35,32,26.249282,54.286178,6.854011,133.112023,coffee
108,33,31,23.692871,66.760901,7.393826,144.657642,coffee
120,23,28,25.673242,51.290436,6.877799,196.273637,coffee
107,21,26,26.452885,55.322227,7.23507,144.686134,coffee
83,38,35,25.708227,52.886671,7.189156,136.732509,coffee
108,24,31,24.128325,56.181077,6.4319,147.275782,coffee
116,28,34,23.443723,60.395233,6.423211,122.210325,coffee
116,23,25,23.412371,52.269947,6.86972,139.367075,coffee
109,31,27,23.059519,50.406094,6.97384,164.497188,coffee
89,25,34,23.078954,63.658615,7.184802,129.876544,coffee
118,18,32,27.649611,51.11044,6.351824,122.839282,coffee
111,32,34,25.467437,69.351612,6.392048,171.376446,coffee
84,36,28,26.735062,55.551648,6.119892,140.630521,coffee
85,33,25,26.208114,52.50988,6.910824,189.094482,coffee
99,15,27,27.042417,57.279275,6.501157,165.687212,coffee
81,30,31,24.650902,51.939524,7.027586,135.138654,coffee
95,39,29,27.351526,55.99375,7.134114,148.981252,coffee
81,34,30,25.177877,62.262446,6.647766,135.011965,coffee
80,15,28,23.114387,68.00096,6.703271,161.894462,coffee
104,20,26,27.227837,52.952618,7.493192,175.726027,coffee
109,29,28,23.26317,60.516002,6.724689,194.175547,coffee
100,32,26,25.234661,57.531615,6.043486,124.226174,coffee
100,24,28,25.595353,57.729208,7.101661,195.773325,coffee
83,21,28,25.567483,60.492446,7.466901,190.225784,coffee
104,26,30,24.407267,62.656926,6.410993,148.697736,coffee
82,29,35,26.673772,52.242263,6.246872,156.15439,coffee
91,21,26,26.33378,57.3647,7.261314,191.654941,coffee
112,17,28,27.629755,61.260026,6.777418,196.649266,coffee
117,37,32,23.106938,67.062305,6.787659,162.576961,coffee
105,18,35,23.526481,68.440307,6.743417,171.883994,coffee
109,23,25,25.11711,68.480304,7.007332,194.877348,coffee
80,18,31,24.029525,58.848806,7.303033,134.680397,coffee
101,31,26,26.708975,69.711841,6.861235,158.860889,coffee
103,33,33,26.717174,50.501485,7.131436,126.807398,coffee
93,26,27,24.592457,56.468296,7.288212,137.704405,coffee
104,35,28,27.510061,50.666872,6.983732,143.995555,coffee
107,38,29,26.650693,57.566957,6.351182,145.105065,coffee
101,33,33,26.972516,62.018363,6.908671,142.861079,coffee
107,31,31,23.171246,52.978412,6.766184,153.120164,coffee
99,16,30,23.526521,65.443409,6.392792,186.17282,coffee
103,40,30,27.309018,55.196224,6.348316,141.483164,coffee
118,31,34,27.54823,62.881792,6.123796,181.417081,coffee
106,21,35,25.627355,57.041511,7.428524,188.550654,coffee
116,38,34,23.292503,50.04557,6.020947,183.468585,coffee
97,35,26,24.91461,53.741447,6.33461,166.254931,coffee
107,34,32,26.774637,66.413269,6.780064,177.774508,coffee
99,15,27,27.417112,56.636362,6.086922,127.92461,coffee
118,33,30,24.131797,67.225123,6.362608,173.322839,coffee
103,33,25,27.102104,55.749733,6.911066,139.501317,coffee
86,40,33,26.138787,52.263117,7.432322,136.302777,coffee
95,37,35,27.313171,68.423339,6.348338,192.428814,coffee
116,36,25,27.578476,58.525343,6.17209,156.681037,coffee
99,19,33,27.536455,55.516732,6.273742,130.637714,coffee
116,40,33,24.913705,54.153192,7.042089,129.548114,coffee
120,20,34,23.569605,50.563397,6.906125,130.379712,coffee
114,27,28,24.994518,57.932502,7.162802,192.873682,coffee
100,40,35,27.564418,54.410941,6.955787,177.816092,coffee
108,35,25,23.981433,61.109351,6.971963,161.52791,coffee
115,31,30,24.229847,67.377684,6.840928,122.407342,coffee
87,28,30,25.60154,68.66258,6.536677,168.83836,coffee
94,26,27,26.366299,52.257385,7.45646,177.317616,coffee
87,28,35,26.560278,57.162181,6.759212,152.061623,coffee
118,40,35,26.350342,58.506502,7.460175,121.55863,coffee
87,38,29,25.204068,57.883705,6.652643,156.145726,coffee
82,24,26,24.312745,53.572856,6.089444,184.410393,coffee
119,30,28,26.357709,64.57578,6.505204,163.62695,coffee
97,22,26,23.605675,59.688491,6.07419,185.156806,coffee
99,40,32,24.184712,69.948073,7.045543,163.270873,coffee
89,28,33,26.444141,53.838762,6.993236,175.372331,coffee
112,39,29,26.124922,63.374792,6.726529,147.80353,coffee
111,28,26,27.773633,64.478587,6.937353,192.712124,coffee
114,20,26,25.556567,62.670878,7.279057,193.586623,coffee
117,26,30,27.923744,67.969109,7.079851,115.232553,coffee
111,29,31,26.059684,52.310985,6.136287,161.343254,coffee
92,40,30,23.357232,55.187922,6.026287,171.697695,coffee
123,44,21,25.785445,75.005393,7.641117,91.395789,cotton
112,49,25,25.689595,77.90621,6.470135,66.194268,cotton
119,44,15,22.145937,82.859755,7.091992,60.653817,cotton
130,59,19,25.072787,82.502579,6.520404,93.510427,cotton
132,52,19,24.164023,76.74339,6.436692,61.946261,cotton
134,52,18,23.964313,76.591759,7.99468,76.130906,cotton
109,36,18,25.400592,76.53238,7.524708,62.513887,cotton
100,48,17,23.780512,83.038788,7.827878,66.265559,cotton
107,43,18,22.426733,81.534808,6.745104,65.544758,cotton
127,53,24,22.21507,76.178519,6.12794,70.405576,cotton
131,60,17,25.320237,81.794759,7.425041,83.465325,cotton
120,60,15,22.318719,83.8613,7.288377,65.35747,cotton
116,52,19,22.942767,75.371706,6.114526,67.080226,cotton
129,47,20,24.412123,80.803438,6.281914,98.604574,cotton
133,57,19,23.542347,75.982033,7.947011,84.125367,cotton
103,51,20,22.802131,84.146684,7.046607,91.638956,cotton
118,50,19,22.956041,82.337337,6.360812,66.483393,cotton
107,36,21,25.292501,75.666533,6.205264,62.641742,cotton
123,50,16,23.049205,75.538352,6.498052,70.656443,cotton
100,40,20,22.45146,76.256749,7.432044,86.849987,cotton
140,40,17,22.727672,77.075981,6.006086,77.551763,cotton
102,37,25,25.314685,77.917571,5.907931,72.829021,cotton
114,40,23,25.536761,81.136687,6.753978,95.42626,cotton
111,39,22,22.603616,80.350905,6.135025,88.573955,cotton
102,53,21,23.03814,76.110215,6.913679,91.496975,cotton
136,36,24,22.74447,80.411985,7.59782,90.073266,cotton
111,50,15,25.168201,80.303518,7.88455,84.62419,cotton
113,38,20,22.10719,78.583201,6.36473,74.941366,cotton
106,46,20,23.438217,78.633888,6.200672,81.150721,cotton
101,37,18,22.92361,82.687385,7.637378,92.919151,cotton
114,40,17,24.326305,80.134564,6.363406,69.450721,cotton
131,56,20,22.008171,81.838961,7.762648,92.236452,cotton
102,45,16,23.6563,77.52426,7.294219,74.898499,cotton
120,48,16,22.460545,75.409892,7.456972,71.854361,cotton
126,37,21,25.849973,84.168552,6.614486,77.034212,cotton
117,43,25,24.688548,78.51207,7.839849,69.311536,cotton
117,51,15,22.953572,78.715558,6.044557,99.753362,cotton
118,44,23,22.084583,82.829041,6.69169,67.064598,cotton
100,52,19,23.459691,82.447775,7.903529,93.501536,cotton
116,56,17,24.712525,77.729311,7.97909,85.249633,cotton
108,60,17,22.758057,76.757684,6.558903,97.766006,cotton
121,53,19,23.513087,76.726214,7.976889,80.112721,cotton
106,49,24,23.038879,76.470398,6.983396,90.647707,cotton
126,46,25,24.438474,81.698017,6.757458,60.796459,cotton
140,45,15,25.530827,80.046628,5.801048,99.395572,cotton
105,56,15,25.967797,81.979043,7.272316,74.14169,cotton
112,54,15,25.462288,81.566419,6.175492,76.885825,cotton
134,56,18,23.808346,83.919026,6.691268,70.973583,cotton
129,43,16,25.55037,77.850556,6.732109,78.584885,cotton
136,36,20,23.095956,84.862757,6.925412,71.295811,cotton
107,58,15,23.73868,75.775038,7.556064,76.636692,cotton
108,38,24,23.410225,76.43837,7.442217,78.821996,cotton
121,36,24,23.664573,81.691051,7.352402,99.368984,cotton
117,56,15,25.992374,77.054355,7.368258,89.118821,cotton
123,39,24,25.007551,78.179521,7.453106,86.064119,cotton
100,46,18,24.185862,76.04204,6.43169,69.080567,cotton
135,43,16,23.479869,81.730491,6.72045,86.762879,cotton
131,35,18,24.491126,82.244158,7.057693,64.029494,cotton
111,40,25,24.484692,84.44932,6.187456,90.943425,cotton
102,49,21,24.693155,84.844225,6.253344,89.799462,cotton
140,38,15,24.147295,75.882986,6.02144,69.915635,cotton
122,59,18,23.500099,83.63489,6.219469,79.813282,cotton
107,45,25,23.086593,83.555461,7.227746,71.840807,cotton
129,60,22,24.584531,79.124042,5.947449,71.946081,cotton
121,47,16,23.60564,79.295731,7.72324,72.498009,cotton
121,45,22,22.459429,81.30681,6.443785,64.230266,cotton
113,41,20,25.001719,80.539658,7.256878,96.32601,cotton
126,50,19,24.694571,81.735888,6.628723,78.584944,cotton
126,38,23,25.362438,83.632761,6.176716,88.436189,cotton
133,47,23,24.887381,75.621372,6.827355,89.760504,cotton
104,47,18,23.965635,76.976967,7.633437,90.756167,cotton
